0,0.0606432,0,1,1.03139,3
0.0441523,0,0,1,0.999996,3
0.0214749,0,0,1,0.96862,3
0,0,0.259649,1,0.937261,2
0.160126,0,0,0.978177,0.96716,3
0,0,0.4372,0.975664,0.924599,2
0,0.0606432,0,1,1.03139,3
0.0441518,0,0,1,0.999997,2
0,0.172707,0,0.985768,1.03125,3
0.155833,0.129296,0,0.985739,1.00038,2
0,0.172688,0,0.98571,1.03171,2
0,0,0.16096,0.985681,1.07349,2
0,0,0,0.985653,1.10489,2
0,0,0,0.985627,1.13628,2
0,0,0,0.985593,1.17811,2
0,0,0,0.98557,1.20947,2
0,0,0,0.985549,1.24083,2
0,0,0,0.985524,1.28261,3
0,0,0,0.985496,1.24085,3
0,0,0,0.985472,1.20954,2
0,0,0,0.985451,1.24088,2
0,0,0,0.985432,1.27222,2
0,0,0,0.985409,1.30356,2
0,0,0,0.977151,1.33488,3
0,0,0,0.976826,1.29789,3
0,0,0,0.976806,1.2667,3
0,0,0.0096833,0.976777,1.23538,3
0.385958,0.450809,0.477146,0.932827,1.19367,3
0.424535,0.477149,0.459478,0.932802,1.17291,3
0.454064,0.496307,0.198582,0.932775,1.14158,3
0.476223,0.334444,0,0.932757,1.11025,3
0.460234,0,0,0.932728,1.07892,3
0,0,0,0.932689,1.03715,2
0.343717,0,0,0.932661,1.06849,2
0.4821,0,0,0.932633,1.09991,2
0.462056,0.50119,0,0.932597,1.13131,3
0.482062,0,0,0.932578,1.09997,3
0.345572,0,0,0.932549,1.06864,3
0,0,0,0.93251,1.02687,3
0,0,0,0.932481,0.99544,3
0,0,0.46544,0.932442,0.964084,3
0,0,0.509729,0.932423,0.943182,3
0,0.492986,0.521245,0.932395,0.911762,3
0,0.529717,0.500457,0.932367,0.880348,3
0.506053,0.527522,0,0.932341,0.848963,3
0.519954,0,0,0.932317,0.807243,3
0.48637,0,0,0.932295,0.775915,3
0,0,0,0.932274,0.74458,3
0,0,0.351319,0.932251,0.702803,3
0,0,0.384831,0.932236,0.671471,3
0,0.390388,0.362678,0.932219,0.640152,3
0.376963,0.378004,0,0.932207,0.59839,3
0.380868,0,0,0.932201,0.567074,2
0.376838,0.378166,0,0.932192,0.598484,2
0,0.395369,0.336842,0.93218,0.629857,2
0,0.355276,0.38328,0.932166,0.66121,2
0,0,0.371116,0.932155,0.692549,2
0,0,0,0.932136,0.723891,2
0,0,0,0.932107,0.76568,2
0.514939,0,0,0.932083,0.797004,2
0.519735,0.506221,0,0.93205,0.828317,2
0.490602,0.531594,0.437269,0.932023,0.859641,2
0,0.52318,0.511806,0.931995,0.890977,2
0,0,0.520934,0.931967,0.922311,2
0,0.0606432,0,1,1.03139,3
0.0441515,0,0,1,0.999997,2
0,0.0606499,0,1,1.0313,3
0.04427,0,0,1,0.999864,3
0.0209422,0,0,1,0.968471,3
0,0,0.282256,0.997042,0.937083,2
0.03893,0,0,0.997013,0.968218,2
0.0692708,0,0,0.996983,0.99955,2
0,0.0839464,0,0.996954,1.03086,3
0.0693687,0,0,0.996925,0.999388,3
0.0381136,0,0,0.996895,0.968023,3
0,0,0.282563,0.996867,0.936668,2
0.037972,0,0,0.996837,0.967986,2
0.0694139,0,0,0.996808,0.999301,3
0,0,0,0.996769,0.957421,3
0,0,0.294837,0.996741,0.926061,2
0,0,0,0.985578,0.95721,3
0,0,0.373902,0.98555,0.925377,3
0,0.363678,0.380147,0.985522,0.894021,2
0,0,0.37389,0.985494,0.925361,2
0,0,0,0.985464,0.956696,2
0.155054,0,0,0.985425,0.988033,2
0.0846793,0.167405,0,0.985386,1.02983,2
0,0.139728,0.14723,0.985357,1.06116,2
0,0,0.147329,0.985339,1.09254,2
0,0,0,0.98532,1.11344,2
0,0,0,0.985294,1.14488,2
0,0,0,0.985269,1.1763,2
0,0,0,0.985246,1.20769,2
0,0,0,0.985218,1.24942,2
0,0,0,0.985199,1.28075,2
0,0,0,0.985182,1.30164,2
0,0,0,0.985167,1.33301,2
0,0,0,0.98052,1.37477,3
0,0,0,0.980271,1.34714,3
0,0,0,0.980255,1.31596,3
0,0,0,0.98023,1.27417,3
0,0,0,0.980209,1.24286,3
0,0,0.00452179,0.980186,1.21155,3
0,0.00501282,0,0.980161,1.18022,3
0,0,0,0.980135,1.14889,3
0,0,0,0.980097,1.10709,3
0,0,0.17524,0.980069,1.07576,3
0,0.138303,0.200939,0.98004,1.04442,3
0,0.213637,0,0.980001,1.01309,3
0.196825,0.175038,0,0.979981,0.981665,3
0.187661,0,0,0.979952,0.950264,3
0,0,0,0.979915,0.908416,3
0,0,0.369868,0.979887,0.877054,2
0,0,0,0.979859,0.908393,2
0.156527,0,0,0.97983,0.939721,3
0,0,0,0.979802,0.908366,3
0,0,0.36987,0.979775,0.877016,2
0,0,0,0.979747,0.908357,2
0.156394,0,0,0.979718,0.939685,3
0,0,0,0.97969,0.908326,2
0.156246,0,0,0.979661,0.939652,2
0.199729,0,0,0.979641,0.96054,2
0.181461,0.20055,0,0.979612,0.991911,2
0,0.207269,0.167772,0.979583,1.02329,2
0,0,0.202146,0.979554,1.05465,2
0,0,0,0.979526,1.08609,2
0,0,0,0.979498,1.11745,2
0,0.0170686,0,0.979464,1.15936,2
0,0,0,0.979439,1.19137,2
0,0,0,0.979417,1.2243,2
0,0,0,0.979397,1.25825,2
0,0,0,0.979379,1.29229,2
0,0,0,0.979364,1.32634,2
0,0,0,0.979351,1.36039,2
0,0,0,0.979342,1.39445,2
0.374915,0,0,0.979334,1.45117,3
0,0,0,0.979327,1.41977,3
0,0,0,0.979317,1.38844,3
0,0,0,0.979299,1.34667,3
0,0,0,0.979277,1.31536,3
0,0,0,0.979265,1.28404,3
0,0,0,0.979244,1.25272,3
